Sample,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26
Compound4697,6.833321895,7.094467445,7.022625376,6.790951489,7.043329534,7.187285603,7.176942705,6.842781195,6.835623887,7.04505769,6.904698113,7.166553551,6.767289452,7.043469799,7.172855583,6.980959101,7.065326868,6.9888991,6.874862524,6.94532382,7.166497124,6.557572302,7.100599895,7.095930561,7.242425076,7.13875046
Compound5027,7.114066982,7.130436422,7.189577594,7.162863386,7.311699162,7.272920538,7.0976017,7.333335116,7.33555296,7.212026336,7.363847092,7.219458096,7.238984664,7.082759982,7.202295269,6.927882065,7.430910384,7.314883632,6.879386637,7.178565592,7.319861159,7.240215449,7.286429383,6.766131603,7.358744857,7.182287115
Compound8005,5.555218662,5.582951659,5.750533822,5.633118654,5.534494404,5.717780458,5.274511528,5.651382386,5.772741686,5.506779593,5.418183919,5.578975788,5.623125696,5.680463289,5.437866454,5.451270017,5.468630422,5.435342436,5.531552446,5.62553932,5.487879491,5.640662096,5.589834564,5.485364043,5.781291482,5.447945735
Compound10004,6.227558478,6.242470833,6.283963386,6.179497967,6.146377122,6.324339196,6.170076626,6.276642148,6.122030151,6.280807753,6.15062989,6.097604293,6.13181445,6.235850506,6.218301267,6.311940746,6.253283934,6.23483136,5.908021517,6.151203976,6.069370399,6.155746499,6.187154978,6.338697114,6.176109838,6.152914892
Compound3791,7.360825127,7.392311026,7.405450593,7.194360359,7.317218982,7.477148056,7.569738914,7.615249357,7.149721266,7.113403027,7.448058998,7.40830105,7.198279203,7.463123707,7.540798993,7.448583861,7.617843826,7.45899922,7.357275779,7.397639544,7.206748066,7.088184875,7.333419533,7.098752828,7.478581573,7.548875453
Compound5690,6.340305119,6.847195573,7.103456634,7.065948953,7.200749176,7.242073787,7.082145502,6.986133852,7.211609757,7.195129672,6.970793414,6.918563888,7.103318242,7.07444842,7.065406568,7.191222986,7.041619195,6.999621554,7.024622595,6.90015514,7.331924617,6.921000749,7.071071356,7.149540803,7.237568609,7.178527658
Compound8016,6.747594169,6.740306481,6.647689135,6.707435788,6.472955125,6.641138845,6.698144167,6.643433643,6.718684551,6.613693108,6.76895956,6.617426557,6.479474996,6.746226818,6.674971053,6.747487189,6.586020747,6.713544696,6.722858482,6.620942241,6.492648407,6.698752676,6.712728388,6.718057791,6.685243874,6.710218623
Compound8767,6.814483657,6.404115461,6.76723084,6.81382946,6.732035047,6.67144576,6.830967382,6.731915134,6.650532085,6.744143887,6.831290752,6.678496658,6.790013205,6.589104003,6.753347022,6.689317481,6.799782277,6.467332778,6.733382806,6.656576948,6.784760649,6.519536985,6.766355525,6.817720123,6.683217543,6.811369422
Compound9380,6.593811566,6.463036749,6.647293592,6.63466222,6.649815314,6.693686291,6.67464914,6.471059602,6.499333217,6.579354205,6.700719126,6.657432698,6.640525935,6.758070548,6.321485411,6.337878136,6.407714182,6.602099586,6.708343016,6.408468542,6.701895068,6.623517682,6.712609163,6.435653747,6.723660083,6.634106875
Compound9684,6.403897689,6.635305463,6.422454502,6.195413258,6.386914592,6.363848053,6.420944527,6.534937056,6.526770407,6.560452514,6.387021059,6.676543861,6.446627329,6.479565423,6.480673364,6.550444113,6.344403933,6.499402211,6.496344598,6.589038542,6.565885467,6.396646751,6.301929991,6.436924925,6.553792388,6.533761685
Compound9751,6.46157585,6.332561227,6.568653381,6.449450766,6.427370899,6.521794361,6.451731597,6.300058885,6.392265381,6.415349838,6.482588965,6.290193836,6.552357575,6.541893853,6.473856294,6.474626998,6.464184845,6.45586339,6.552981146,6.248755162,6.474091736,6.482474071,6.536772014,6.505021161,6.541319513,6.507246862
Compound1780,7.225235443,7.172302426,6.960992562,6.972600446,7.351651076,6.897037317,7.373609065,7.290241081,7.02980475,7.386454701,7.724212959,7.507188178,7.249513086,7.721701019,7.389376112,7.379985223,7.491244556,7.475418879,7.341258727,7.109865166,6.90212189,6.895181356,7.510007696,7.529076435,7.254843973,7.379692259
Compound8878,6.711393229,6.467196963,6.628950714,6.592020239,6.690383661,6.64426786,6.744190345,6.563869791,6.810887242,6.759495895,6.695958745,6.540559204,6.574516524,6.622139777,6.651851602,6.727949856,6.628297131,6.721613915,6.830686801,6.626203688,6.809937777,6.706867423,6.549371941,6.685302417,6.701292366,6.75832368
Compound9867,5.617702522,5.592689258,5.662779263,5.593441933,5.616099527,5.879234425,5.672257249,5.528957575,5.807704488,5.440098037,5.665581245,5.613026782,5.584770296,5.755609726,5.735622468,5.392878678,5.620952775,5.532207069,5.665750073,5.449890303,5.513862092,5.703333748,5.603296432,5.54299445,5.618100995,5.574319601
Compound2586,7.272778132,7.598428681,7.606236098,7.734813214,7.731342122,7.564326213,7.631629741,7.608001216,7.51543734,7.449393453,7.560927117,7.343913713,7.839801633,7.492641941,7.642360028,7.278451356,7.582142876,7.611183217,7.695358265,7.669119771,7.601924387,7.579755808,7.749385643,7.133371749,7.587546865,7.596646419
Compound3190,7.242451412,7.242911685,7.226878125,7.214533448,7.071499198,7.307076729,7.245465312,7.412900288,7.238363098,7.055410646,7.083458714,6.601283079,7.169818776,7.315337707,7.065802678,6.750476835,7.185966518,7.073252888,7.064579494,7.12772034,7.432125231,6.970809304,7.338195697,7.005049097,7.376022314,7.217725451
Compound3191,6.684610912,7.113519775,7.003534736,6.936103032,6.675128828,6.931196129,6.953608716,6.950252565,6.956692911,7.157842511,7.273043658,6.903885323,7.414717529,7.037973191,6.859675584,7.089917293,6.936136168,7.156532129,7.107253306,7.037537025,7.056459215,6.867006649,7.281320072,6.760432196,6.405055619,7.096894118
Compound1063,7.923775436,7.918466326,7.573191685,7.596274549,7.597341991,7.771322955,7.691919874,7.836648854,7.323112346,7.874110626,7.558176166,7.811182052,7.988753134,7.000202792,7.637775865,7.660872512,7.820098635,7.342287142,7.766616837,8.038370136,7.584319668,7.75419262,7.181003705,7.867284301,7.845414249,7.89752731
Compound3226,6.862283754,7.090409885,7.268454815,7.192186647,7.053132042,7.155595479,7.084881726,6.997700715,7.061054702,7.045683673,7.464911908,7.43850391,7.347834348,7.00664504,7.016595986,6.673953359,7.328695405,6.834465828,6.633683036,7.089895137,6.93555942,7.089871244,7.297879395,7.228709806,6.831051441,7.264437069
Compound5952,6.769676004,7.150005008,7.146674984,7.173309876,7.179160411,7.227904107,7.198703165,7.009451676,6.991831318,6.977656505,7.294262036,7.249796266,6.865687118,7.071937663,6.925832841,7.118228965,7.156231826,7.041392099,7.13888292,7.309775235,6.988914809,6.836264301,7.14508865,7.114710011,7.09985384,7.193849013
Compound363,8.125766718,8.25777985,8.397974157,8.395770344,8.4459793,8.225705896,8.415673609,8.392827639,8.573783411,8.662103189,8.409736911,8.641580033,8.347373499,8.294430936,8.569348506,8.076857689,8.484398911,8.657019467,8.354299642,8.601492187,8.565074274,8.527815468,8.479124868,8.437194778,8.407623248,8.713763608
Compound2505,7.376063261,7.539879466,6.961911468,7.024975269,7.03287649,7.081398549,7.306927966,7.118956544,7.240571997,7.462900056,7.426136532,7.443994509,7.268476119,7.543450839,7.355049333,7.270775505,7.382976511,7.15525564,7.188862806,7.245285199,7.082250663,7.349851778,7.197504824,6.984360015,7.242483014,7.282734551
Compound4399,7.06290477,7.217510676,7.247280238,7.239940361,7.194541044,6.939396786,7.23274345,7.120695075,7.146098778,7.167851602,7.069062133,6.723000641,7.048251837,7.253584095,7.175169421,7.061024526,7.267346909,7.127904797,7.169874764,7.250567318,7.073064233,7.094284422,6.966160763,7.14209601,7.135005257,6.868891661
Compound9116,6.759540141,6.568749008,6.735548706,6.60773127,6.598157654,6.612971967,6.705586527,6.555388175,6.776831586,6.493071109,6.750245918,6.650650456,6.727506065,6.681653591,6.726854079,6.581990222,6.55158314,6.63264602,6.753219653,6.717018586,6.509396553,6.623885802,6.593539795,6.744734256,6.770971255,6.620988962
Compound9635,6.57653511,6.336827037,6.360083532,6.345219975,6.517386101,6.554507989,6.55431423,6.613571048,6.596090747,6.480546153,6.458175248,6.529109178,6.575347039,6.352369142,6.47422747,6.549906485,6.475675867,6.585069684,6.490947838,6.534563308,6.63443076,6.557459198,6.470055923,6.56491926,6.637321314,6.56665511
Compound10166,6.174739487,6.187108878,6.138012762,6.08157436,6.229751203,6.224999573,6.218378004,6.346053946,6.056264409,5.988388515,6.312620946,6.26639594,6.247877991,6.228265534,6.349970823,6.245292854,6.114363297,6.228261433,6.327159305,6.289040596,6.143778473,6.115133204,6.001247906,6.242563899,6.280009936,6.141487812
Compound1851,7.344706125,7.62260809,7.071373052,7.668547458,7.77817623,7.492755615,7.465862721,7.927571824,7.66463133,7.622301205,7.724651901,7.625900658,7.668458838,7.888999586,7.867560525,7.298364398,7.705365554,7.367831944,7.51726856,6.929986236,7.457626614,7.642256881,7.68822568,7.828984609,7.666200982,7.380001323
Compound2541,7.014737722,7.143608236,7.108024165,7.37570518,6.904209776,7.279314263,6.605644707,7.164217101,7.314507393,7.118946147,7.129946429,7.204694122,7.406682077,7.428214908,7.302926509,6.620687241,7.484740693,7.328424234,7.248741397,7.340362497,7.574549554,7.193634584,7.068106023,7.344793875,7.321864909,6.734661431
Compound6425,7.041544712,7.181001733,7.01102784,6.933441744,6.963227147,6.710358574,6.799721936,7.176680667,6.744344956,7.069848018,7.123852489,7.170752125,6.920575537,6.769962196,7.101106079,7.17284004,6.919462062,7.052450089,7.074105166,7.079327075,6.987936822,6.806097474,6.87231671,7.000880122,6.921426103,7.079977047
Compound7052,6.792981737,6.601650062,6.831189607,6.727282824,6.97197932,6.703726445,6.660698312,6.90008397,6.693149027,6.89149281,6.742690452,6.745676372,6.84843522,6.885373497,6.880620287,6.800385588,6.958331956,6.778590589,6.820231666,6.893510357,6.873903049,6.862299281,6.852759426,6.869016014,6.845718338,6.860432821
Compound9478,6.674658518,6.49224219,6.6556113,6.650278384,6.385925022,6.615635291,6.244194564,6.462947604,6.395509028,6.651487246,6.489056975,6.38725954,6.447367377,6.616579948,6.727573428,6.357542556,6.547852854,6.610868449,6.516220756,6.494147338,6.584101914,6.462501576,6.581371404,6.5567585,6.675101477,6.691119613
Compound9505,6.633513333,6.504839781,6.436268086,6.556492126,6.561424429,6.574863663,6.564115248,6.585029035,6.349916156,6.469994267,6.548674973,6.561511926,6.675066877,6.510695806,6.525964529,6.392627544,6.605803291,6.470940088,6.402980676,6.513556004,6.505661928,6.536184895,6.641808604,6.587369776,6.707798245,6.548266499
Compound1427,7.330170431,7.391736653,7.600032112,7.704264978,7.822640891,7.586393078,7.425118734,7.324767583,7.291964491,7.316829169,7.565054926,7.350949657,7.557376153,7.880110498,7.204340158,7.514172676,7.513374097,7.679233961,7.624382293,7.63944449,7.41195968,7.583478573,7.467930195,7.674864543,7.616048146,7.441308607
Compound2313,7.494456892,7.671141818,7.717829637,7.735286652,7.660145406,7.596780962,7.736358441,7.844209884,7.804444159,7.652433601,7.653968797,7.337297262,7.216512724,7.720877416,7.683121757,7.556647607,7.609525791,7.756884619,7.397362049,6.299020169,7.461465716,7.731097705,7.788120966,7.471052791,7.448246445,7.423690471
Compound2434,7.297676723,7.673500767,7.586073079,7.233739649,7.536120089,7.397154944,7.512560288,7.651525592,7.646974095,7.270441402,7.498706966,7.676806745,7.532579572,7.369810793,7.631650952,7.564366219,7.649464094,7.141642231,7.353638929,7.578329477,7.29630464,7.103441375,7.535431139,7.533089904,7.294591036,7.506450364
Compound4653,7.053704838,7.11353691,7.322022107,7.136416901,7.120281112,6.742640529,7.004550649,6.998426821,7.269335893,7.193250136,7.104140161,6.994008337,7.188708902,7.338894405,7.271798435,6.905263897,6.912596024,7.020507857,7.019221134,6.922822927,6.998489437,7.156631038,7.228235454,7.013282519,7.250034177,7.141808966
Compound5816,6.638706901,6.612351372,6.572208776,6.569594481,6.668018279,6.606901736,6.640780938,6.490333012,6.5031345,6.646365104,6.694770855,6.778244565,6.625451756,6.639125445,6.678135795,6.524181951,6.598296072,6.632627086,6.670080454,6.653205507,6.738417067,6.58368995,6.523047186,6.56877003,6.758324336,6.638820271
Compound7217,6.963835694,6.71100697,6.837304616,6.843306946,6.855205905,6.957197362,6.925074507,6.772853082,6.844208188,6.802309755,6.892624965,6.989275117,6.950364778,6.894657906,6.881071893,6.934092393,7.023888296,6.96023828,6.965542655,7.094074485,6.996120804,6.846083091,6.829746522,6.886514833,6.760871216,6.849891772
Compound9025,6.730580931,6.765318518,6.697137623,6.652384986,6.70481709,6.607339176,6.722172341,6.722726035,6.766515926,6.599373656,6.676510017,6.788220453,6.649680764,6.596494405,6.597664349,6.721985741,6.542880115,6.683653687,6.676810313,6.689153615,6.6553195,6.770358921,6.758104724,6.658917185,6.661554609,6.687270322
Compound792,7.436192083,8.056987527,7.555067192,7.871476177,7.327879388,7.505843101,7.299004866,7.508860049,7.620794408,7.262374316,7.856148998,7.370081166,7.690097844,7.62059152,7.171989129,7.237517049,7.630817098,8.19220736,7.453636687,7.681989621,7.796741973,6.608432231,6.889683152,7.719459779,6.916459688,7.65540142
Compound2386,7.231951591,6.630633562,7.225698482,6.9450027,6.960724114,7.06496624,7.121431858,7.087394795,7.127008048,7.365413605,6.369477613,7.301132112,7.364372969,7.482159702,7.377403955,7.479268698,7.33032074,7.474460042,7.160307795,6.684347815,6.842653243,7.025630572,7.330698775,7.214439351,6.969300656,7.544305494
Compound8779,5.68574961,5.631654827,5.541594253,5.597367639,5.655625107,5.712897079,5.627548036,5.609668001,5.831830724,5.655951205,5.706837054,5.588146873,5.484748502,5.834646298,5.589078409,5.412726797,5.455791302,5.576631503,5.576027786,5.535031825,5.489034794,5.832173873,5.696691498,5.386719858,5.803548717,5.59894202
Compound343,7.998327843,7.918513526,8.03980503,7.695113128,7.84974875,8.155343082,7.86488176,8.084828601,8.12794197,8.441921592,8.031626977,7.82370058,7.727573591,7.906115394,8.012092676,7.981846968,7.762527393,8.172340479,7.99858701,8.091233446,7.900701656,7.229532829,7.687415412,7.86073094,7.7392484,8.057149205
Compound757,8.002595415,7.859006308,8.025776428,8.024969832,8.276606362,8.069696913,7.937434918,7.983419952,7.880819357,8.05796386,8.081301402,8.24302487,8.229789432,7.906764023,8.140105732,7.956832555,8.275741885,7.511666871,8.162623806,8.178788362,8.045348308,8.24602951,8.055281796,8.037547551,8.050409188,8.005391276
Compound4223,6.817911163,7.196743771,7.271264798,6.972419762,7.01319692,7.187302311,7.155702862,7.250452147,7.286002015,7.17826747,7.24053123,6.901171572,6.983695543,7.061475568,7.21405156,7.038673414,7.252054631,7.356664786,7.168127807,7.108660924,7.201042109,7.272682099,7.225738673,7.198108557,7.118853415,7.233114472
Compound4254,5.478905911,5.421083391,5.660992009,5.498126762,5.569905832,5.891198618,5.576118089,5.664804862,5.672839279,5.511987725,5.595699357,5.661496196,5.586005185,5.778515777,5.740736631,5.6239103,5.457386332,5.552579983,5.300751139,5.577589726,5.386724864,5.80595476,5.558001464,5.4176036,5.581847393,5.402146757
Compound6139,5.608020708,5.496131826,5.584922591,5.429133579,5.528329103,5.782098877,5.528868322,5.498794994,5.83156245,5.545975612,5.577002196,5.770504555,5.389582547,5.68322954,5.451296093,5.521053031,5.399096716,5.223863253,5.719764114,5.466528187,5.64723212,5.593801628,5.640240195,5.447310117,5.555805077,5.422880859
Compound6207,6.805060176,6.884393677,6.65605862,6.985926223,6.925841949,6.801788743,6.918121786,6.860757862,6.873287401,6.854647423,6.980451204,6.819577246,6.853668775,6.907688623,6.890421274,6.840590681,6.77224788,6.76863823,6.795513751,6.655856251,6.911843628,6.786350655,6.420687254,6.717241735,6.801039019,6.883981085
Compound4689,7.304922338,7.147180639,7.081537168,6.760366391,7.028087336,6.966351637,7.08916188,7.232716169,7.153601917,7.250580226,6.914999928,7.214205941,7.284974819,7.026185801,7.180802326,7.15698419,7.086734843,7.244960201,7.337278297,7.030273558,6.647186776,7.091501584,7.04107134,7.172691815,7.229587545,7.065160494
Compound5133,6.830379684,6.726436741,7.032093949,6.988180724,6.715203277,6.883727087,6.841647686,6.960911745,6.844235702,6.97307584,7.07197146,6.959334275,6.621978121,6.788076569,6.895637252,6.988724542,6.673452163,7.068046196,6.817731449,6.731190737,6.906726177,6.807636416,6.955555891,7.18036463,7.015253217,7.027497035
Compound8679,5.317340138,5.569129593,5.586506081,5.531427481,5.582851183,5.802715148,5.551163119,5.426046973,5.709210522,5.49612445,5.654295349,5.694429376,5.624841762,5.718399851,5.472996195,5.409298126,5.570384138,5.668744958,5.686899359,5.579938483,5.475654874,5.694367035,5.457808953,5.395897485,5.735354897,5.410045592
Compound10081,6.116692888,6.312594968,6.158690405,6.141513649,6.099848898,5.936276177,6.157619143,5.908283774,6.051934305,6.211303303,6.236285585,6.199449487,6.128393796,5.841995794,6.137533447,6.329037674,6.180125317,6.237709755,6.108540881,6.400841511,6.000088801,6.145949968,5.945531503,6.051816186,6.228377198,6.03498859
Compound10356,5.75795757,5.789136152,6.011036993,5.937400188,5.893635569,5.942073402,5.909359154,5.992136048,5.867602423,5.807222031,5.875900265,5.882292262,5.84065365,5.94294001,6.036656083,5.999761959,5.951088534,5.949428109,5.884527426,5.709422895,5.915952185,5.978196545,5.925878841,5.853646088,5.986837937,5.933959273
Compound3742,6.718999556,6.688716752,6.758619745,6.808950241,6.580660716,6.820760568,6.921287485,6.61378643,6.769297937,6.647788342,6.831332911,6.785036523,6.951135107,6.865163963,6.635459143,6.892451583,6.815459328,6.79447525,6.866727709,6.722782278,6.726243932,7.14991868,6.665443874,6.712258171,6.686877956,6.722489975
Compound4056,7.211746296,7.514924918,7.293876052,7.176731641,7.170893945,7.40888823,7.038021089,7.264886258,7.360471676,7.302055558,7.223316045,6.76387,7.329840672,6.803847103,7.385879725,7.16892662,6.965371826,7.212547247,7.256496912,7.305663458,7.264188899,7.367782781,7.33477225,7.292932518,7.463471383,7.098256624
